"id","daysInactive","daysInactiveAvg","daysInactiveSD","activeSince","visits","clicks","sales","revenue","productCategories","productViews","timeOfDay","timeOfDaySD","weekdayPercent","duration","clicksClothing","clicksShoes","clicksElectronics","clicksWatches","clicksBooks","clicksMovies","clicksMusic","clicksJewelry","clicksKitchen","clicksHome","clicksGarden","clicksPet","clicksFood","clicksHealth","clicksToys","clicksTools","clicksAutomotive","clicksOutdoors","clicksHandmade","clicksSports","clicksScience","clicksIndustrial","churn"
117816,12,2,0,14,2,4,0,0,1,1.5,13,4.2426405,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
130863,27,26,0,54,2,2,0,0,1,1,17,5.656854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
110334,25,45,0,70,2,11,0,0,1,2,14.5,2.1213202,1,4.0583334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0
127856,19,3.6666667,5.1854496,30,4,4,0,0,1,1,14.75,6.7019897,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
142394,4,6.4,8.59302,39,6,11,0,0,1.1666666,1.3333334,6.3333335,2.8047578,1,3.8777778,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
127521,25,2,1,30,3,4,0,0,1,1,9.333333,0.57735026,0.66666666,0.81666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
132956,0,0,0,0,2,3,0,0,1,1.5,12,0,1,0.55833334,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
118728,29,0,0,29,2,2,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
127984,19,0,0,19,2,10,0,0,1,3,15.5,0.70710677,1,11.491667,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
136742,6,1.5,1.5,14,5,31,0,0,1.2,4.2,13.8,3.0331502,1,14.32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1
147545,14,0,0,14,2,10,0,0,1,3,10.5,0.70710677,1,10.458333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
145876,31,0,0,31,2,3,0,0,1,1,14,1.4142135,1,1.9833333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
148177,11,0,0,11,2,2,0,0,1,1,8.5,2.1213202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
138674,25,0,0,25,2,2,0,0,1,1,15.5,0.70710677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
145276,7,28,0,36,2,2,0,0,1,1,1,1.4142135,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
105359,2,10.666667,15.084945,35,4,6,1,5913,1,1.25,10.25,0.9574271,0.75,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
111977,14,28,0,43,2,7,0,0,1,3.5,3,4.2426405,0.5,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1
104734,17,0,0,17,2,2,0,0,1,1,8.5,0.70710677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
107028,18,1,0,19,2,2,0,0,1,1,12,1.4142135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
138961,21,7,0,29,2,3,0,0,1,1,10,12.727922,0.5,4.5666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
102430,26,15,0,42,2,2,0,0,1,1,17,5.656854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
123078,24,0,0,24,2,2,0,0,1,1,14.5,6.363961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
149118,7,46,0,54,2,2,0,0,1,1,17,2.828427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
103231,5,2,2.1602468,12,4,7,0,0,1,1.25,14,1.4142135,1,4.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
116186,0,10,0,11,2,2,0,0,1,1,19.5,0.70710677,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
103244,18,6.3333335,8.576453,58,7,7,0,0,1,1,18.571428,4.5773773,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,1
116445,18,11.8,14.091132,78,6,6,0,0,1,1,13.666667,3.9832985,0.66666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1
114398,2,4.5,4.5,12,3,4,0,0,1,1,20.333334,2.8867514,0.66666666,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
110077,4,7.6666665,6.4291005,78,10,27,0,0,1.1,2.1,15.9,5.216427,0.4,5.0033336,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,13,0,0,0
132777,10,0,0,11,7,11,0,0,1,1.2857143,14.428572,4.3915505,1,1.1880952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1
118668,31,0.5,0.5,34,3,3,0,0,1,1,7.6666665,4.041452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
133283,20,0,0,20,2,8,0,0,1,1,10.5,0.70710677,1,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1
117654,4,14,0,19,2,2,0,0,1,1,13,2.828427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
100583,14,28,0,42,2,2,0,0,1,1,16.5,9.192389,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
